from	to
Bupropion	M0006829
Nicotinamide	M0010927
Promethazine	M0011359
Sodium Bicarbonate	M0007051
Lansoprazole	M0006829
Bicalutamide	M0017471
Fenofibrate	M0025974
Lovastatin	M0017471
Codeine	M0373535
Warfarin	M0017828
Lithium carbonate	M0012014
Allopurinol	M0006829
Butorphanol	M0006829
Timolol	M0009943
Budesonide	M0020462
Dextropropoxyphene	M0011581
Caspofungin	M0006829
Sitagliptin	M0025687
Morphine	M0006829
Mefenamic Acid	M0001560
Hyoscyamine	M0011023
Enoxaparin	M0010157
Fosphenytoin	M0017471
Metformin	M0012644
Azelastine	M0006829
Methylphenidate	M0018023
Tacrolimus	M0006829
Ciclosporin	M0025974
Pyrazinamide	M0010851
Codeine	M0006829
Danazol	M0017334
Mycophenolate mofetil	M0012156
Timolol	M0019783
Isosorbide Mononitrate	M0001119
Hydroxyzine	M0017488
Clozapine	M0004841
Eletriptan	M0022990
Morphine	M0011581
Vancomycin	M0009926
Ibuprofen	M0017490
Mifepristone	M0000478
Zinc Gluconate	M0006829
Thiopental Sodium	M0020462
Ketoprofen	M0001560
Phenobarbitone	M0006829
Conjugated Estrogens	M0017471
Demeclocycline	M0006829
Timolol	M0010927
Enalapril	M0010808
Valganciclovir	M0021428
Folic Acid	M0028144
Codeine	M0016084
Timolol	M0025237
Amiodarone	M0017497
Amiloride	M0001524
Phenobarbitone	M0017334
Finasteride	M0017471
Iron	M0001134
Valproic Acid	M0017471
Gabapentin	M0006829
Chloroquine	M0017975
Warfarin	M0012644
Mometasone	M0010280
Ethinyl Estradiol	M0021430
Benazepril	M0010808
Mometasone	M0010279
Methimazole	M0017471
Isosorbide Dinitrate	M0003884
Omeprazole	M0006829
Loperamide	M0006916
Timolol	M0017471
Chlordiazepoxide	M0014340
Propranolol	M0019828
Captopril	M0006829
Promethazine	M0004841
Fluorometholone	M0024239
Enalapril	M0001197
Leflunomide	M0006829
Rifampicin	M0010851
Letrozole	M0006829
Cyproheptadine	M0006829
Fosphenytoin	M0011288
Acetazolamide	M0000482
Zafirlukast	M0006829
Lithium carbonate	M0005191
Didanosine	M0006829
Itraconazole	M0006829
Mefloquine	M0001533
Ramipril	M0010808
Insulin Lispro	M0010901
Alfuzosin	M0012644
Candesartan	M0018770
Eszopiclone	M0006829
Indomethacin	M0017632
Chlorpromazine	M0006829
Digoxin	M0016304
Risedronate	M0007752
Fentanyl	M0013864
Divalproex	M0003893
Mifepristone	M0006829
Solifenacin	M0020542
Fluconazole	M0006829
Zafirlukast	M0012636
Penicillin G	M0006829
Bupropion	M0019597
Mifepristone	M0017334
Salbutamol	M0010851
Oxytetracycline	M0006829
Morphine	M0029084
Verapamil	M0026083
Chloroquine	M0018945
Methotrexate	M0014782
Amantadine	M0006829
Ribavirin	M0006829
Famciclovir	M0006829
Heparin	M0006829
Chlorpropamide	M0025687
Ciclosporin	M0006829
Acetazolamide	M0010909
Ethambutol	M0010851
Raloxifene	M0002907
Enalaprilat	M0010808
Tamoxifen	M0006829
Voriconazole	M0017471
Theophylline	M0010871
Diclofenac	M0017490
Tolterodine	M0011575
Ribavirin	M0009951
Ertapenem	M0006829
Prasugrel	M0006829
Divalproex	M0006829
Mefloquine	M0007564
Butorphanol	M0014475
Deflazacort	M0006829
Ursodeoxycholic Acid	M0006829
Methylprednisolone	M0019935
Betaxolol	M0019828
Potassium Chloride	M0328224
Sulphacetamide	M0011285
Atropine	M0011716
Levodopa	M0006829
Lurasidone	M0006829
Ethinyl Estradiol	M0021432
Ondansetron	M0006829
Pyrazinamide	M0025970
Fosfestrol	M0017471
Enalaprilat	M0001197
Potassium Chloride	M0011575
Sulfadiazine	M0017334
Danazol	M0021430
Fosphenytoin	M0002863
Atropine	M0000418
Solifenacin	M0024213
Ciprofloxacin	M0006829
Metoprolol Succinate	M0010927
Oxcarbazepine	M0006829
Colchicine	M0009033
Fosinopril	M0010808
Estradiol	M0014599
Verapamil	M0006829
Aspirin	M0010157
Potassium Citrate	M0016211
Donepezil	M0006829
Probenecid	M0004082
Digoxin	M0022990
Nelfinavir	M0006829
Sibutramine	M0003022
Mercaptopurine	M0012644
Conjugated Estrogens	M0002910
Conjugated Estrogens	M0029883
Calcium Chloride	M0022595
Warfarin	M0001803
Human insulin	M0006829
L-Methyl Folate	M0001137
Erythromycin	M0012644
Piroxicam	M0010153
Amiloride	M0006160
Atorvastatin	M0012644
Lithium carbonate	M0017471
Miglitol	M0011580
Ethinyl Estradiol	M0003877
Phenobarbitone	M0000610
Penicillin V	M0006829
Hyoscyamine	M0019784
Diltiazem	M0018125
Adenosine	M0001927
Rifabutin	M0021428
Fosinopril	M0001197
Warfarin	M0007393
Metformin	M0025974
Raloxifene	M0017471
Sodium Valproate	M0025970
Acetazolamide	M0006829
Methotrexate	M0006829
Isoniazid	M0006829
Zolmitriptan	M0001181
Nateglinide	M0006152
Safinamide	M0006829
Estradiol	M0018126
Warfarin	M0028512
Danazol	M0012644
Fentanyl	M0025974
Methylprednisolone	M0011265
Clozapine	M0014782
Diltiazem	M0009943
Timolol	M0002863
Sulfasalazine	M0022327
Quinidine	M0014279
Isosorbide Dinitrate	M0001119
Fluticasone Furoate	M0006829
Acetazolamide	M0012636
Solifenacin	M0024540
Estradiol	M0029908
Adenosine	M0012744
Niacinamide	M0010152
Aspirin	M0002703
Hydroxyzine	M0006829
Niacinamide	M0010927
Ergotamine	M0006829
Ibuprofen	M0019019
Finasteride	M0004045
Cyclophosphamide	M0022400
Nitroglycerin	M0024213
Hydrocortisone	M0019937
Probenecid	M0012008
Cetirizine	M0006829
Benazepril	M0010927
Zoledronic acid	M0017471
Danazol	M0012014
Alendronic Acid	M0010891
Sumatriptan	M0001715
Ciclosporin	M0010859
Neomycin	M0023374
Warfarin	M0010152
Empagliflozin	M0006829
Potassium Citrate	M0025974
Sodium Valproate	M0003893
Fluphenazine	M0002872
Nalbuphine	M0011575
Sulphacetamide	M0006829
Eletriptan	M0001715
Fluticasone Furoate	M0019935
Glipizide	M0025687
Esomeprazole	M0006829
Hyoscyamine	M0022334
Candesartan	M0006829
Nicotinamide	M0012644
Naproxen	M0017490
Prasugrel	M0003887
Fluticasone Propionate	M0020462
Hepatitis B Vaccine	M0006829
Ramipril	M0010927
Aspirin	M0011265
Thiopental Sodium	M0003473
Hydrocortisone	M0006059
Aspirin	M0010038
Warfarin	M0004363
Quinine	M0021428
Trifluoperazine	M0012644
Verapamil	M0502050
Amiodarone	M0006829
Warfarin	M0017471
Doxycycline	M0017471
Nalbuphine	M0373535
Midazolam	M0006829
Methotrexate	M0012646
Lidocaine	M0006829
Sodium Valproate	M0006829
Hyoscyamine	M0011575
Canagliflozin	M0012016
Imipramine	M0006829
Metoprolol Succinate	M0019828
Liraglutide	M0028167
Thiopental Sodium	M0017334
Etoposide	M0006829
Minocycline	M0010851
Diclofenac	M0017334
Ribavirin	M0029243
Captopril	M0010808
Chloroquine	M0022771
Atropine	M0011575
Pyrimethamine	M0006829
Lithium carbonate	M0010911
Chlorpromazine	M0004841
Loperamide	M0010152
Haloperidol	M0004841
Insulin Aspart	M0006829
Alprazolam	M0006829
Human Rabies Immunoglobulin	M0006829
Clotrimazole	M0006829
Chlordiazepoxide	M0024213
Clarithromycin	M0012644
Diazepam	M0006829
Digoxin	M0003464
Clozapine	M0006829
Gentamicin	M0010851
Cyproheptadine	M0020462
Zoledronic acid	M0006829
Nitroglycerin	M0019782
Sumatriptan	M0006829
Levosalbutamol	M0006829
Fentanyl	M0006829
Valproic Acid	M0335637
Chlorpropamide	M0012156
Cinacalcet	M0010891
Fosphenytoin	M0019897
Canagliflozin	M0006201
Measles Vaccine (Live)	M0006829
Atropine	M0009945
Terbinafine	M0006829
Isoniazid	M0006855
Nevirapine	M0533762
Captopril	M0001197
Eletriptan	M0006829
Warfarin	M0003884
Colchicine	M0010044
Diazepam	M0009261
Diclofenac	M0019019
Clomiphene	M0015589
Oxazepam	M0017471
Verapamil	M0012710
Potassium Chloride	M0010828
Prednisolone	M0010279
Atenolol	M0010927
Efavirenz	M0006829
Ketorolac	M0411274
Rosiglitazone	M0009953
Armodafinil	M0006829
Hyoscyamine	M0026104
Timolol	M0009953
Isosorbide Mononitrate	M0003884
Fentanyl	M0010353
Atropine	M0006829
Amitriptyline	M0014340
Ketoprofen	M0017471
Cinacalcet	M0006829
Acyclovir	M0006829
Miglitol	M0006373
Silodosin	M0012644
Folic Acid	M0006829
Pethidine	M0001885
Cyproheptadine	M0012156
Promethazine	M0006829
Sevelamer	M0011575
Diltiazem	M0006829
Fluorometholone	M0005177
Ganciclovir	M0006829
Insulin Aspart	M0010901
Conjugated Estrogens	M0014599
Metronidazole	M0017471
Ergotamine	M0010859
Digoxin	M0001053
Nortriptyline	M0014340
Lisinopril	M0010927
Cilostazol	M0010851
Ketorolac	M0011357
Ezetimibe	M0017471
Dutasteride	M0008308
Miglitol	M0006829
Warfarin	M0007242
Calcitriol	M0010814
Haloperidol	M0002788
Galantamine	M0025974
Warfarin	M0006630
Nicotinamide	M0016211
Heparin	M0328611
Griseofulvin	M0006829
Glibenclamide	M0006152
Acarbose	M0012908
Gemfibrozil	M0025974
Metformin	M0025687
Clarithromycin	M0004260
Acitretin	M0012644
Verapamil	M0001927
Loteprednol etabonate	M0006829
Tamsulosin	M0006829
Perindopril erbumine	M0006829
Lisinopril	M0017471
Ciclosporin	M0012156
Estradiol	M0006829
Budesonide	M0002967
Atropine	M0020996
Clobazam	M0006829
Fluorometholone	M0005023
Estradiol	M0017334
Disulfiram	M0018060
Sitagliptin	M0006829
Adenosine	M0026083
Nepafenac	M0006829
Mercaptopurine	M0017471
Tolterodine	M0024213
Probenecid	M0006829
Sevelamer	M0006829
Netilmicin	M0017471
Danazol	M0010152
Amikacin	M0006829
Isosorbide Mononitrate	M0001524
Octreotide acetate	M0006829
Atorvastatin	M0017471
Fosphenytoin	M0009943
Mefloquine	M0006028
Conjugated Estrogens	M0029908
Dutasteride	M0006829
Pethidine	M0017471
Nelfinavir	M0016567
Digoxin	M0026083
Methylphenidate	M0006829
Butorphanol	M0011575
Propranolol	M0010927
Darifenacin	M0024540
Dextropropoxyphene	M0373535
Piroxicam	M0001560
Disopyramide	M0009945
Buclizine	M0006829
Indomethacin	M0021428
Quetiapine	M0004841
Diclofenac	M0002967
Danazol	M0017471
Phenytoin	M0006829
Adenosine	M0009945
Trifluoperazine	M0002683
Folic Acid	M0001120
Warfarin	M0012382
Sumatriptan	M0003887
Cyproheptadine	M0011285
Ibuprofen	M0017497
Fosphenytoin	M0011285
Cholestyramine	M0011575
Butorphanol	M0373535
Propranolol	M0017471
Naphazoline	M0024213
Dextropropoxyphene	M0006829
Eletriptan	M0010859
Vancomycin	M0006829
Mifepristone	M0017499
Morphine	M0373535
Sertraline	M0006829
Digoxin	M0009945
Desloratadine	M0006829
Pentazocine	M0017471
Ciclosporin	M0014612
Sibutramine	M0009953
Eletriptan	M0003887
Timolol	M0018125
Almotriptan	M0005195
Fluticasone Furoate	M0020462
Adenosine	M0006829
Fosinopril	M0414194
Atenolol	M0019828
Methylphenidate	M0328648
Kanamycin	M0006829
Tetracycline	M0004045
Meloxicam	M0006829
Estradiol	M0002910
Levocetirizine	M0006829
Leflunomide	M0025970
Amiloride	M0006829
Enoxaparin	M0006829
Valganciclovir	M0017471
Atomoxetine	M0006829
Digoxin	M0006829
Timolol	M0001885
Tolterodine	M0024540
Betaxolol	M0019783
Quinine	M0002627
Haloperidol Decanoate	M0012644
Fluphenazine	M0012644
Liraglutide	M0028166
Almotriptan	M0006829
Candesartan	M0010808
Zolmitriptan	M0022990
Paracetamol	M0012644
Warfarin	M0001174
Nitroglycerin	M0003884
Fenofibrate	M0025970
Fluvastatin	M0012644
Cyproheptadine	M0024958
Dalteparin	M0021428
Sulfadiazine	M0002907
Acetazolamide	M0000213
Sevelamer	M0026730
Betaxolol	M0010927
Granisetron	M0006829
Cyclophosphamide	M0017471
Metoclopramide	M0006829
Loteprednol etabonate	M0024228
Potassium Citrate	M0000346
Quinidine	M0015732
Dalteparin	M0006829
Chlordiazepoxide	M0017471
Cholestyramine	M0006829
Methylphenidate	M0009260
Dexamethasone	M0006829
Timolol	M0384655
Tamoxifen	M0328963
Niacinamide	M0012644
Oxiconazole	M0006829
Aspirin	M0002683
Azathioprine	M0017497
Ketorolac	M0012014
Bicalutamide	M0022994
Chlorpropamide	M0006829
Diazepam	M0024213
Carbamazepine	M0017471
Calcium Gluconate	M0022595
Bupropion	M0003021
Doxycycline	M0012644
Divalproex	M0025970
Bicalutamide	M0006829
Lovastatin	M0006829
Calcium Chloride	M0006855
Penicillamine	M0017471
Moxifloxacin	M0006829
Estradiol	M0021430
Ibuprofen	M0001885
Amlodipine	M0006829
Lidocaine	M0010851
Biotin	M0006829
L-Methyl Folate	M0028144
Doxazosin	M0006829
Canagliflozin	M0012014
Betamethasone	M0006829
Amiodarone	M0012156
Orlistat	M0012908
Fosphenytoin	M0006829
Tetanus Toxoid	M0006829
Nicotinamide	M0006829
Zolmitriptan	M0025176
Montelukast	M0006829
Sulfasalazine	M0002634
Lorazepam	M0024213
Ribavirin	M0010129
Buspirone	M0006829
Furazolidone	M0006829
Isosorbide Dinitrate	M0006829
Disulfiram	M0006829
Repaglinide	M0025687
Sumatriptan	M0502868
Capecitabine	M0025974
Valproic Acid	M0003893
Fenofibrate	M0006829
Meclizine	M0006829
Atropine	M0024213
Atropine	M0012014
Hyoscyamine	M0004771
Sulfadiazine	M0017471
Haloperidol	M0006829
Acitretin	M0025974
Streptomycin	M0017471
Ursodeoxycholic Acid	M0004228
Insulin Glargine	M0006829
Glimepiride	M0025687
Verapamil	M0001926
Atropine	M0004771
Amoxapine	M0006829
Acitretin	M0007934
Quinine	M0025253
Rizatriptan	M0025176
Ibuprofen	M0025237
Conjugated Estrogens	M0006829
Hydrocortisone	M0006829
Heparin	M0021428
Haloperidol Decanoate	M0005191
Ethinyl Estradiol	M0012644
Methylprednisolone	M0006829
Quetiapine	M0002683
Disulfiram	M0005192
Meropenem	M0010851
Quinine	M0015359
Prednisolone	M0006829
Finasteride	M0006829
Ketoconazole	M0012644
Capecitabine	M0017471
Valproic Acid	M0006829
Trimethoprim	M0006829
Loteprednol etabonate	M0024239
Calcitriol	M0012908
Almotriptan	M0010859
Mifepristone	M0010157
Safinamide	M0025970
Zinc acetate	M0006829
Fosfestrol	M0009154
Famotidine	M0453215
Almotriptan	M0003887
Methimazole	M0006829
Quinine	M0021571
Rosiglitazone	M0006829
Mefloquine	M0018060
Perindopril erbumine	M0010808
Timolol	M0006829
Clonazepam	M0024213
Chloramphenicol	M0006829
Colchicine	M0012644
Warfarin	M0018187
Metoprolol Succinate	M0019783
Praziquantel	M0024245
Niacinamide	M0016211
Ranitidine	M0006829
Escitalopram Oxalate	M0006829
Diclofenac	M0022414
Fluvastatin	M0002907
Clobetasol	M0006829
Estradiol	M0021432
Clopidogrel	M0010152
Baclofen	M0006829
Rizatriptan	M0334698
Aspirin	M0006829
Clozapine	M0007564
Fluoxetine	M0006829
Clomiphene	M0012644
Benazepril	M0018770
Colchicine	M0012014
Hydrocortisone	M0026098
Nitroglycerin	M0001119
Aripiprazole	M0006829
Ketorolac	M0010153
Ethambutol	M0015359
Perindopril erbumine	M0001197
Fluphenazine	M0002683
Tizanidine	M0006829
Empagliflozin	M0012029
Almotriptan	M0004652
Ketoconazole	M0328044
Dexlansoprazole	M0006829
Glipizide	M0006829
Sibutramine	M0001715
Rizatriptan	M0531351
Quinidine	M0006829
Linagliptin	M0006829
Tadalafil	M0006829
Ethinyl Estradiol	M0581820
Disopyramide	M0012684
Metoprolol Succinate	M0017471
Indomethacin	M0012014
Measles Vaccine (Live)	M0022106
Voriconazole	M0006829
Desvenlafaxine	M0006829
Liraglutide	M0017471
Tetanus Toxoid	M0006855
Methotrexate	M0021428
Heparin	M0006587
Cyproheptadine	M0017830
Azathioprine	M0017471
Valganciclovir	M0001119
Diclofenac	M0025237
Atropine	M0012346
Felodipine	M0010927
Isosorbide Mononitrate	M0018125
Verapamil	M0019828
Warfarin	M0000052
Acarbose	M0025687
Dutasteride	M0012156
Enalapril	M0010927
Rizatriptan	M0328070
Fosfestrol	M0006829
Acetazolamide	M0007997
Prednisolone	M0024228
Nevirapine	M0006829
Quinine	M0017471
Eletriptan	M0328363
Thioridazine	M0010927
Rifabutin	M0012421
Potassium Citrate	M0022373
Sulfasalazine	M0011575
Fluvastatin	M0017471
Rizatriptan	M0001181
Quetiapine	M0006829
Alendronic Acid	M0007740
Fentanyl	M0025970
Haloperidol Decanoate	M0015963
Dapagliflozin	M0006829
Vitamin K	M0006829
Clomiphene	M0025244
Fentanyl	M0018918
Glucagon	M0011444
Oxazepam	M0018060
Dexamethasone	M0024239
Enalapril	M0017471
Loteprednol etabonate	M0024246
Isosorbide Mononitrate	M0009821
Orlistat	M0017471
Fenofibrate	M0012640
Oxiconazole	M0024239
Penicillamine	M0000580
Thiopental Sodium	M0018657
Human insulin	M0010901
Methylcobalamin	M0006829
Conjugated Estrogens	M0021430
Chlorthalidone	M0025974
Calcium Chloride	M0012008
Sibutramine	M0006829
Nalbuphine	M0017471
Betamethasone	M0014313
Piroxicam	M0017471
Dapsone	M0006829
Lithium carbonate	M0006829
Alendronic Acid	M0006829
Ganciclovir	M0014782
Benazepril	M0017471
Miconazole	M0006829
Tramadol	M0006829
Sulfadiazine	M0011265
Ribavirin	M0001119
Raloxifene	M0006829
Fluphenazine	M0003884
Imipramine	M0014340
Menadione	M0006829
Tetracycline	M0017471
Loperamide	M0007733
Citalopram	M0006829
Levofloxacin	M0006829
Itraconazole	M0012644
Trifluoperazine	M0004841
Sulfasalazine	M0006829
Chlorthalidone	M0017471
Imatinib mesylate	M0017471
Vitamin E	M0006829
Prednisolone	M0004041
Sodium Bicarbonate	M0000714
Calcium Gluconate	M0006829
Warfarin	M0016303
Methylprednisolone	M0014313
Ramipril	M0017471
Fosfestrol	M0002910
Mefloquine	M0006829
Griseofulvin	M0025970
Calcitriol	M0017471
Enalaprilat	M0010927
Lorazepam	M0011348
Potassium Citrate	M0011575
Cyproheptadine	M0024213
Paracetamol	M0006829
Ursodeoxycholic Acid	M0015809
Chlorpropamide	M0006152
Sumatriptan	M0014340
Zolmitriptan	M0006829
Metformin	M0006829
Itraconazole	M0012014
Triamcinolone	M0011294
Ketorolac	M0010157
Orciprenaline	M0006829
Glucosamine Sulfate Potassium Chloride	M0006829
Eletriptan	M0014340
Orlistat	M0006829
Mometasone	M0006829
Indomethacin	M0010153
Diazepam	M0011288
Probenecid	M0010044
Betaxolol	M0009953
Atenolol	M0019783
Amiodarone	M0019828
Fosphenytoin	M0004082
Nortriptyline	M0017471
Enalaprilat	M0017471
Prednisolone	M0024239
Warfarin	M0010861
Paracetamol	M0009353
Niacinamide	M0006829
Lovastatin	M0012156
Aspirin	M0004041
Divalproex	M0012644
Ethinyl Estradiol	M0017471
Ergotamine	M0028155
Disulfiram	M0502868
Quinine	M0014279
Sucralfate	M0006829
Clonazepam	M0017471
Conjugated Estrogens	M0021432
Diltiazem	M0014340
Fosinopril	M0010927
Warfarin	M0006829
Ganciclovir	M0021428
Doxycycline	M0006829
Sibutramine	M0001279
Potassium Citrate	M0006829
Darifenacin	M0024213
Dapagliflozin	M0480487
Ethinyl Estradiol	M0025700
Trifluoperazine	M0002788
Cyclophosphamide	M0002788
Isosorbide Mononitrate	M0006829
Colchicine	M0017471
Propranolol	M0018125
Idoxuridine	M0006829
Atenolol	M0017471
Dexamethasone	M0024246
Olopatadine	M0006829
Levodopa	M0024213
Orciprenaline	M0020996
Eletriptan	M0011569
Fosinopril	M0017471
Betamethasone	M0025253
Codeine	M0001885
Sibutramine	M0010859
Mefenamic Acid	M0006829
Measles Vaccine (Live)	M0012817
L-Methyl Folate	M0006829
Almotriptan	M0328363
Griseofulvin	M0017334
Exemestane	M0017471
Propranolol	M0009943
Propranolol	M0001885
Alfuzosin	M0006829
Capreomycin	M0006829
Clomipramine	M0006829
Mercaptopurine	M0014782
Prasugrel	M0328611
Fexofenadine	M0006829
Warfarin	M0016298
Indomethacin	M0017471
Warfarin	M0010149
Neomycin	M0011575
Zinc Oxide	M0006829
Lithium carbonate	M0005757
Clomiphene	M0017471
Chloroquine	M0006829
Mesalazine	M0006829
Hyoscyamine	M0014279
Carbamazepine	M0002788
Loperamide	M0006829
Tigecycline	M0017471
Propranolol	M0018534
Adenosine	M0001926
Desonide	M0006829
Modafinil	M0010851
Sodium Valproate	M0529166
Diltiazem	M0019828
Atomoxetine	M0016586
Fenofibrate	M0012645
Chlorthalidone	M0001524
Oxazepam	M0006829
Acetazolamide	M0012644
Propranolol	M0019783
Aspirin	M0004082
Warfarin	M0017876
Ketorolac	M0001560
Isoniazid	M0012644
Calcium Gluconate	M0006855
Methimazole	M0012156
Digoxin	M0001926
Ketoconazole	M0006829
Ketoprofen	M0006829
Raloxifene	M0021430
Danazol	M0009154
Calcium Chloride	M0006829
Metoclopramide	M0016586
Linezolid	M0006829
Propranolol	M0025237
Acetazolamide	M0024213
Ursodeoxycholic Acid	M0439583
Solifenacin	M0006829
Metronidazole	M0006829
Zolmitriptan	M0010859
Acetazolamide	M0012014
Palonosetron	M0006829
Tobramycin	M0006829
Pethidine	M0011575
Ergotamine	M0012644
Betaxolol	M0018125
Glipizide	M0006152
Ezetimibe	M0006829
Iron	M0010179
Atropine	M0021495
Alendronic Acid	M0487803
Neomycin	M0006829
Metoclopramide	M0011575
Codeine	M0017471
Isosorbide Dinitrate	M0009821
Phenylephrine	M0006829
Minocycline	M0017471
Cholestyramine	M0002480
Theophylline	M0016211
Nimodipine	M0006829
Quinidine	M0018187
Azithromycin	M0010851
Loperamide	M0019393
Betaxolol	M0009943
Indomethacin	M0011288
Lovastatin	M0025970
Methotrexate	M0023997
Triamcinolone	M0006829
Amphotericin B	M0006829
Trimethoprim	M0001134
Phenobarbitone	M0017471
Ergotamine	M0012014
Pethidine	M0373535
Demeclocycline	M0017471
Metoprolol Succinate	M0009953
Lisinopril	M0006829
Enoxaparin	M0021428
Quinidine	M0028090
Captopril	M0010927
Almotriptan	M0014340
Bupropion	M0001278
Fosfestrol	M0014599
Potassium Citrate	M0480487
Mefenamic Acid	M0009018
Zolpidem	M0006829
L-Methyl Folate	M0001120
Mercaptopurine	M0006829
Mometasone	M0006059
Empagliflozin	M0012014
Potassium Citrate	M0005757
Ethinyl Estradiol	M0002910
Potassium Citrate	M0010828
Gemfibrozil	M0006829
Sodium Valproate	M0012644
Erythromycin	M0006829
Lorazepam	M0019963
Calcitriol	M0006855
Aprepitant	M0006829
Aspirin	M0017490
Atorvastatin	M0006829
Loratadine	M0006829
Repaglinide	M0006829
Pethidine	M0006829
Isosorbide Mononitrate	M0005757
Haloperidol Decanoate	M0004841
Fluphenazine	M0004841
Fenofibrate	M0008958
Tenofovir disoproxil fumarate	M0006829
Valacyclovir	M0006829
Warfarin	M0003424
Captopril	M0017471
Leflunomide	M0017471
Letrozole	M0017471
Clomiphene	M0021478
Conjugated Estrogens	M0010152
Midazolam	M0024213
Ergotamine	M0025176
Adenosine	M0019828
Darifenacin	M0027865
Ciclosporin	M0016745
Itraconazole	M0017471
Danazol	M0006829
Nitroglycerin	M0006829
Hydrocortisone	M0022111
Ribavirin	M0025974
Prasugrel	M0328070
Heparin	M0010152
Sumatriptan	M0012644
Atenolol	M0002863
Indomethacin	M0029980
Alprazolam	M0024213
Trimethoprim	M0008663
Nateglinide	M0025687
Valproic Acid	M0025970
Danazol	M0009951
Propranolol	M0006829
Thioridazine	M0004841
Insulin Lispro	M0006829
Sodium Bicarbonate	M0010837
Clarithromycin	M0001715
Lorazepam	M0018897
Terbinafine	M0012644
Pentazocine	M0006829
Dalteparin	M0010157
Verapamil	M0009943
Eletriptan	M0012644
Fluticasone Propionate	M0006829
Insulin Glulisine	M0006829
Ibandronic Acid	M0010891
Ethinyl Estradiol	M0010859
Lidocaine	M0000337
Vitamin A	M0006829
Haloperidol	M0015963
Cefpodoxime Proxetil	M0006829
Quinine	M0017497
Balsalazide	M0006829
Ribavirin	M0017471
Valganciclovir	M0006829
Atropine	M0012644
Ergotamine	M0005191
Tamoxifen	M0017471
Methotrexate	M0002907
Verapamil	M0019783
Terbinafine	M0012014
Ibandronic Acid	M0006829
Disulfiram	M0014340
Fluticasone Propionate	M0019935
Dutasteride	M0004045
Alendronic Acid	M0549551
Indomethacin	M0001560
Chromium	M0006829
Divalproex	M0017471
Theophylline	M0001715
Acarbose	M0011575
Trifluoperazine	M0006829
Cyclophosphamide	M0006829
Verapamil	M0010927
Haloperidol Decanoate	M0002788
Pyrazinamide	M0009557
Phenylephrine	M0010859
Amoxapine	M0014340
Chlordiazepoxide	M0006829
Praziquantel	M0006829
Methotrexate	M0002683
