from	to
Fluoxetine	N0000178314
Betamethasone	N0000178312
Quetiapine	N0000178316
Palonosetron	N0000178371
Triamcinolone	N0000193827
Tenofovir disoproxil fumarate	N0000178304
Rifampicin	N0000178296
Chlorthalidone	N0000178309
Imipramine	N0000178314
Oxcarbazepine	N0000193811
Mifepristone	N0000193820
Acitretin	N0000193823
Fluocinolone acetonide	N0000193823
Topiramate	N0000178313
Amiloride	N0000178309
Linezolid	N0000178296
Enoxaparin	N0000178309
Raloxifene	N0000193839
Buspirone	N0000178312
Sumatriptan	N0000193814
Ramipril	N0000178309
Disulfiram	N0000178312
Metoclopramide	N0000178370
Levodopa	N0000193816
Butorphanol	N0000193809
Carbamazepine	N0000178313
Orciprenaline	N0000178318
Glucosamine	N0000178306
Clobetasol	N0000178306
Morphine	N0000193809
Glibenclamide	N0000193820
Esomeprazole	N0000178370
Galantamine	N0000193812
Azathioprine	N0000178308
Meclizine	N0000178371
Eletriptan	N0000193814
Midazolam	N0000193818
Deflazacort	N0000193837
Cyproheptadine	N0000178318
Bemiparin	N0000178309
Balsalazide	N0000193838
Prasugrel	N0000178309
Methotrexate	N0000193823
Aspirin	N0000178306
Penicillin V	N0000178296
Ranitidine	N0000178370
Disopyramide	N0000178311
Azathioprine	N0000193837
Zafirlukast	N0000178318
Methotrexate	N0000178307
Lidocaine	N0000193810
Nicotinamide	N0000193844
Topiramate	N0000193814
Triamcinolone	N0000193823
Tramadol	N0000193809
Finasteride	N0000193834
Azithromycin	N0000178300
Ibandronic Acid	N0000193839
Mirtazapine	N0000178314
Adenosine	N0000178311
Atropine	N0000178312
Selegiline	N0000193816
Vitamin K	N0000193821
Naphazoline	N0000193840
Desloratadine	N0000178318
Zoledronic acid	N0000193839
Enalaprilat	N0000178309
Aripiprazole	N0000178316
Tetracycline	N0000178296
Furazolidone	N0000178295
Tigecycline	N0000178296
Olopatadine	N0000193840
Naproxen	N0000178306
Aprepitant	N0000178371
Sulfasalazine	N0000193809
Quetiapine	N0000193819
Valganciclovir	N0000178304
Itraconazole	N0000178297
Atazanavir	N0000178304
Balsalazide	N0000178370
Modafinil	N0000178312
Bupropion	N0000178314
Phenobarbitone	N0000193842
Tamoxifen	N0000178307
Netilmicin	N0000178296
Olanzapine	N0000178316
Clomiphene	N0000193830
Rasagiline	N0000193816
Felodipine	N0000178309
Zinc acetate	N0000193823
Sodium Bicarbonate	N0000193844
Fluvastatin	N0000178309
Lovastatin	N0000178309
Trimethoprim	N0000178296
Ofloxacin	N0000178296
Streptomycin	N0000178301
Safinamide	N0000193816
Fluconazole	N0000178297
Folic Acid	N0000193844
Enalapril	N0000178309
Zinc Oxide	N0000193823
Amlodipine	N0000178309
Tamsulosin	N0000193825
Tetanus Toxoid	N0000193837
Glucagon	N0000193826
Gabapentin	N0000178313
Tibolone	N0000193839
Donepezil	N0000193812
Letrozole	N0000193824
Sulphacetamide	N0000178296
Oxcarbazepine	N0000178313
Doxazosin	N0000178309
Atenolol	N0000178309
Clarithromycin	N0000178300
Chloramphenicol	N0000178296
Ezetimibe	N0000178309
Estradiol	N0000193834
Cinacalcet	N0000193832
Human insulin	N0000193820
Norfloxacin	N0000178300
Mifepristone	N0000193836
Clobetasol	N0000193823
Midazolam	N0000178312
Methylcobalamin	N0000193844
Phenylephrine	N0000178309
Isosorbide Dinitrate	N0000178309
Prednisolone	N0000178306
Efavirenz	N0000178304
Entecavir	N0000178304
Nevirapine	N0000178304
Glucagon	N0000193820
Fosaprepitant	N0000178371
Acetazolamide	N0000178309
Hyoscyamine	N0000178370
Albendazole	N0000178298
Alprazolam	N0000178312
Phenytoin	N0000178313
Risperidone	N0000178315
Hydroxocobalamin	N0000178294
Bicalutamide	N0000178307
Vitamin A	N0000193823
Lansoprazole	N0000178370
Verapamil	N0000178311
Citalopram	N0000178314
Penicillamine	N0000178306
Ganciclovir	N0000178304
Betamethasone	N0000193840
Tolterodine	N0000193825
Insulin Glargine	N0000193820
Meloxicam	N0000193809
Terfenadine	N0000178318
Ciclosporin	N0000193837
Cefpodoxime Proxetil	N0000178296
Famciclovir	N0000178304
Idoxuridine	N0000178304
Sildenafil	N0000178309
Rabeprazole	N0000178370
Chlorpropamide	N0000178317
Betamethasone	N0000193823
Oxiconazole	N0000178297
Dosulepin	N0000178314
Nicorandil	N0000178309
Betamethasone	N0000178307
Amikacin	N0000178296
Halobetasol	N0000178306
Methylprednisolone	N0000193827
Gemfibrozil	N0000178309
Vitamin E	N0000193844
Lamivudine	N0000178304
Levofloxacin	N0000178300
Rifabutin	N0000178301
Sulfasalazine	N0000193838
Prednisolone	N0000193827
Azithromycin	N0000178296
Atorvastatin	N0000178309
Chlordiazepoxide	N0000178312
Demeclocycline	N0000178300
Betamethasone	N0000178318
Pregabalin	N0000193809
Adefovir	N0000178304
Chloroquine	N0000178303
Ketoconazole	N0000178297
Montelukast	N0000178318
Praziquantel	N0000178298
Pethidine	N0000193809
Repaglinide	N0000193820
Exemestane	N0000178307
Probenecid	N0000193813
Luliconazole	N0000178297
Nitrazepam	N0000193811
Timolol	N0000178309
Oxazepam	N0000193818
Mefenamic Acid	N0000193809
Sulfasalazine	N0000178306
Dosulepin	N0000193818
Pyrazinamide	N0000178301
Fluorometholone	N0000193840
Armodafinil	N0000178312
Rosiglitazone	N0000193820
Risedronate	N0000193839
Xylometazoline	N0000178318
Chromium	N0000193844
Colchicine	N0000193813
Hepatitis B Vaccine	N0000193837
Danazol	N0000178309
Candesartan	N0000178309
Lurasidone	N0000178316
Clotrimazole	N0000178297
Nitroglycerin	N0000178309
Salbutamol	N0000178318
Risperidone	N0000178316
Pramipexole	N0000193816
Epinastine	N0000193840
Rivastigmine	N0000178312
Meropenem	N0000178296
Prednisolone	N0000193840
Glimepiride	N0000193820
Zinc Carnosine	N0000178370
Divalproex	N0000178313
Imatinib mesylate	N0000178307
Voriconazole	N0000178297
Heparin	N0000193821
Mercaptopurine	N0000178307
Loperamide	N0000178373
Mebendazole	N0000178298
Propranolol	N0000178309
Ropinirole	N0000178312
Dexlansoprazole	N0000178370
Haloperidol Decanoate	N0000178316
Fluphenazine	N0000178316
Sertraline	N0000178314
Capreomycin	N0000178301
Perindopril erbumine	N0000178309
Fluticasone Furoate	N0000178318
Bemiparin	N0000193821
Sibutramine	N0000178312
Darifenacin	N0000193825
Timolol	N0000193840
Hydroxocobalamin	N0000193844
Glucosamine Sulfate Potassium Chloride	N0000178306
Fluocinolone acetonide	N0000178306
Kanamycin	N0000178296
Zinc Sulfate	N0000193844
Ibuprofen	N0000178306
Ketoprofen	N0000193809
Insulin Glulisine	N0000193820
Mometasone	N0000178306
Norfloxacin	N0000178296
Amlodipine	N0000178310
Alfuzosin	N0000193825
Amphotericin B	N0000178297
Benzathine penicillin G	N0000178296
Pantoprazole	N0000178370
Loratadine	N0000178318
Reboxetine	N0000178314
Azelastine	N0000193840
Ketorolac	N0000193809
Pheniramine	N0000178318
Tramadol	N0000178312
Potassium Citrate	N0000193844
Valproic Acid	N0000178315
Glipizide	N0000193820
Insulin Aspart	N0000193820
Sodium Valproate	N0000178313
Tibolone	N0000193830
Halobetasol	N0000193823
Linagliptin	N0000193820
Thioridazine	N0000178316
Didanosine	N0000178304
Calcium Gluconate	N0000193821
Amitriptyline	N0000178314
Indomethacin	N0000178308
Nalbuphine	N0000193809
Fosinopril	N0000178309
Ertapenem	N0000178296
Divalproex	N0000178315
Pyrimethamine	N0000178299
Measles Vaccine (Live)	N0000193837
Oxytetracycline	N0000178300
Piroxicam	N0000193809
Nateglinide	N0000193820
Divalproex	N0000178314
Empagliflozin	N0000178317
Mefloquine	N0000178299
Minocycline	N0000178296
Clomipramine	N0000178314
Nepafenac	N0000193840
Fosphenytoin	N0000178313
Haloperidol	N0000178316
L-Methyl Folate	N0000193844
Canagliflozin	N0000193820
Nortriptyline	N0000178314
Clonazepam	N0000193811
Eszopiclone	N0000193842
Etoposide	N0000178307
Sulfadiazine	N0000178296
Sulfasalazine	N0000178296
Methylphenidate	N0000178312
Zolmitriptan	N0000193814
Escitalopram Oxalate	N0000178314
Streptomycin	N0000178296
Solifenacin	N0000193825
Acetazolamide	N0000178313
Gentamicin	N0000178296
Indinavir	N0000178304
Phenobarbitone	N0000193811
Clobazam	N0000193811
Ribavirin	N0000178304
Zinc Gluconate	N0000193844
Betamethasone	N0000193825
Betaxolol	N0000178309
Pancreatin	N0000178370
Sodium Valproate	N0000178315
Atorvastatin	N0000178310
Allopurinol	N0000178308
Penicillamine	N0000178308
Orlistat	N0000178312
Isoniazid	N0000178301
Capecitabine	N0000178307
Cilostazol	N0000178309
Insulin Degludec	N0000193820
Buclizine	N0000178371
Calcium Gluconate	N0000193844
Sodium Valproate	N0000178314
Zolpidem	N0000193842
Deflazacort	N0000178306
Lorazepam	N0000178313
Diltiazem	N0000178309
Valacyclovir	N0000178304
Calcium	N0000193844
Fexofenadine	N0000178306
Azathioprine	N0000178306
Ethambutol	N0000178301
Loteprednol etabonate	N0000178306
Doxycycline	N0000193822
Methimazole	N0000193824
Digoxin	N0000178309
Dapagliflozin	N0000193820
Ciprofloxacin	N0000178300
Budesonide	N0000178370
Cyclophosphamide	N0000178307
Rizatriptan	N0000193814
Isosorbide Mononitrate	N0000178309
Dexamethasone	N0000178306
